Products,Reactants,Spectators
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CC1)C1=CC(=CC=C1)CNC)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; CNCC1=CC(=CC=C1)C1CNCC1,[]
'N1CC(CC1)C1=C(C=CC=C1)CN',C1(=CC=CC=C1)CN1CC(CC1)C1=C(C#N)C=CC=C1; Cl,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CC1)C=1C=NC=CC1)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; N1CC(CC1)C=1C=NC=CC1,[]
'CC(C)(C)N(C(O-)=O)CC1=CC(=CC=C1)C1CN(CC1)CC1=CC=CC=C1',C1(=CC=CC=C1)CN1CC(CC1)C=1C=C(C=CC1)CN; CC(C)(C)OC(=O)OC(=O)OC(C)(C)C; C(C)(C)N(CC)C(C)C; ClCCl,[]
'NCC1=C(C=CC=C1)C1CN(CC1)C1=C(C=C2C(C(=CN(C2=C1OC)C1CC1)C(=O)O)=O)F',C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)OC)F)F)=O)C(=O)O.FBF; N1CC(CC1)C1=C(C=CC=C1)CN,[]
'NCC1=CC=C(C=C1)C1CN(CC1)C1=C(C=C2C(C(=CN(C2=N1)C1CC1)C(=O)O)=O)F',ClC1=C(C=C2C(C(=CN(C2=N1)C1CC1)C(=O)O)=O)F; CC(C)(C)N(C([O-])=O)CC1=CC=C(C=C1)C1CNCC1,[]
'COC1=CC=C(C=C1)C=1N(C2=CC=CC=C2C1C(=O)O)C',COC1=CC=C(C(=O)CC(=O)OCC)C=C1; CN(N)C1=CC=CC=C1; O,[]
'NC@@H1CN2CCC1CC2',ClC=1C=C(C(=O)O)C=CC1; C1(CCCCC1)N=C=NC1CCCCC1; O.ON1N=NC2=C1C=CC=C2; NC1CN2CCC1CC2,[]
'Cl.Cl.NC@@H1CN2CCC1CC2',Cl.NC1[C@H](N2CCC1CC2)NC(C2=CC(=CC=C2)Cl)=O,[]
'NC@@H1CN2CCC1CC2',N12CC(C(CC1)CC2)NC(C2=CC(=CC=C2)Cl)=O; C([C@@H](O)[C@H](O)C(=O)O)(=O)O; [OH-].[Na+],"['CO', 'CO']"
'OC@H(C)C@@H1C@@H2N(C@@H(CC2)C(=O)OC(C)C)C1=O',C(C1=CC=CC=C1)N1[C@@H](CC[C@@H]1[C@H]([C@@H](C)O)C(=O)OC(C)(C)C)C(=O)OC(C)C; C(C1=CC=CC=C1)N1[C@@H](CC[C@@H]1[C@@H]([C@@H](C)O)C(=O)OC(C)(C)C)C(=O)OC(C)C; C1CCN2[C@H]1CC2=O; C(C1=CC=CC=C1)N1[C@@H](CC[C@@H]1[C@@H]([C@H](C)O)C(=O)OC(C)(C)C)C(=O)OC(C)C,[]
'COC(C1=CC(=CC(=C1)C)C)=O',CC=1C=C(C(=O)O)C=C(C1)C; S(O)(O)(=O)=O; CO,[]
'COC=1C=C(C=CC1OC)C1=C(C(=O)O)C=CC(=C1)C1=CC=C(C=C1)F',COC=1C=C(C=CC1OC)C1=C(C(=O)OCC)C=CC(=C1)C1=CC=C(C=C1)F; [OH-].[Na+]; Cl,[]
'COC=1C=C(C=CC1OC)C1=C(C(=O)OCC)C=CC(=N1)C1=CC=CC=C1',COC=1C=C(C(=O)C(C(=O)OCC)CCC(C2=CC=CC=C2)=O)C=CC1OC; [NH4+].CC([O-])=O; CC(O)=O,[]
'BrC1=CC(=C(C(=O)OCC)C=C1)C1=CC(=C(C=C1)OC)OC',NC1=CC(=C(C(=O)OCC)C=C1)C1=CC(=C(C=C1)OC)OC; NC1=CC(=C(C(=O)OCC)C=C1)C1=CC(=C(C=C1)OC)OC; Br; N(=O)[O-].[Na+]; [Br-]; Br,"['O', 'O']"
'COC=1C=C(C=CC1OC)C1=C(C=CC(=C1)C1=CC=C(C=C1)F)C(=O)N1CCOCC1',COC=1C=C(C=CC1OC)C1=C(C(=O)O)C=CC(=C1)C1=CC=C(C=C1)F; COC=1C=C(C=CC1OC)C1=C(C(=O)O)C=CC(=C1)C1=CC=C(C=C1)F; C1COCCN1,[]
'COC=1C=C(C=CC1OC)C1=C(C(=O)O)C=CC(=N1)C1=CC=CC=C1',[OH-].[Na+]; COC=1C=C(C=CC1OC)C1=C(C(=O)OCC)C=CC(=N1)C1=CC=CC=C1; [O][H],[]
'ClC1=C(C(=O)C2=CC(=C(C=C2)OC)OC)C=C(C=C1)N+(=O)O-',ClC1=C(C(=O)Cl)C=C(C=C1)[N+](=O)[O-]; COc1ccccc1OC; [Cl-]; Cl,[]
'COC=1C=C(C=CC1OC)C1=C(C(=O)OCC)C=CC(=C1)C1=CC=C(C=C1)F',BrC1=CC(=C(C(=O)OCC)C=C1)C1=CC(=C(C=C1)OC)OC; BrC1=CC(=C(C(=O)OCC)C=C1)C1=CC(=C(C=C1)OC)OC; OB(O)c1ccc(F)cc1,[]
'CN(CC)C(=O)C1=C(N(N=C1)C1=CC=C(C=C1)Cl)C1=CC(=C(C=C1)OC)OC',C(=O)(O)C1=C(N(N=C1)C1=CC=C(C=C1)Cl)C1=CC(=C(C=C1)OC)OC; S(=O)(Cl)Cl; CNCC; c1ccncc1,"['ClCCl', 'C(Cl)Cl']"
'ClC(=O)C=1SC2=C(C1C1=CC(=C(C=C1)OC)OC)C=CC=C2',COC=1C=C(C=CC1OC)C1(CSC2=C1C=CC=C2)C(=O)O; ClCCCl; S(=O)(Cl)Cl,[]
'Cl-',S(=O)(Cl)Cl; COC=1C=C(C(=O)C2=C(C(=O)O)C=CC=C2)C=CC1OC,[]
'C(C)(=O)C(C(=O)OCC)C(CC(=O)C1=CC=CC=C1)C1=CC(=C(C=C1)OC)OC',COC=1C=C(C=CC1OC)C=CC(=O)C1=CC=CC=C1; C(CC(=O)C)(=O)OCC,[]
'COC=1C=C(C=CC1OC)C1=NC(=NC=C1C(=O)N1CCOCC1)OC1=CC=C(C=C1)C',C1=CC(=CC=C1O)C; COC=1C=C(C=CC1OC)C1=NC(=NC=C1C(=O)N1CCOCC1)S(=O)(=O)C,[]
'C1(C=CC2=CC=CC=C12)O',C1(C=CC2=CC=CC=C12)=O; [BH4-].[Na+]; [Cl-].[Ce+3].[Cl-].[Cl-]; Cl,[]
'COC=1C=C(C=CC1OC)C1=C(C(C2=CC=CC=C12)=O)C(=O)N1CCOCC1',COC=1C=C(C=CC1OC)C1=C(C(C2=CC=CC=C12)=O)C(=O)OCC; Cl; C1COCCN1,[]
'NC1=CC(=C(C(=O)OCC)C=C1)Br',BrC1=C(C(=O)OCC)C=CC(=C1)[N+](=O)[O-]; Cl; C([O-])(O)=O.[Na+],[]
'COC=1C=C(C=CC1OC)C1=C(C(=O)Cl)C=CC(=N1)C1=CC=CC=C1',COC=1C=C(C=CC1OC)C1=C(C(=O)O)C=CC(=N1)C1=CC=CC=C1; S(=O)(Cl)Cl,[]
'ClC1=CC=C2C(=CC=NC2=C1)C=O',[Se](=O)=O; ClC1=CC=C2C(=CC=NC2=C1)C,['O1CCOCC1']
'ClC1=NC2=CC(=CC=C2C(=C1)C)Cl',ClC1=CC=C2C(=CC(NC2=C1)=O)C; [OH-].[NH4+]; P(=O)(Cl)(Cl)Cl,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CC1)N1N=NC=C1)F)C1=C(C=C(C=C1)F)F)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1=C(C=C(C=C1)F)F)C(=O)O)=O; Cl.N1(N=NC=C1)C1CNCC1; N1(NCCCCCCCCC1)C1CCCCCCCCCC1,[]
'Cl.N1(N=CN=C1)C1CNC1',C(C1=CC=CC=C1)(C1=CC=CC=C1)N1CC(C1)N1N=CN=C1; Cl,[]
'C(C1=CC=CC=C1)N1CC(CC1)N1N=NC=C1C1=CC=CC=C1',C(C1=CC=CC=C1)N1CC(CC1)N=[N+]=[N-]; C1(=CC=CC=C1)C#C; ClC(Cl)Cl; CCCCCC,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)N1CC(C1)N1N=NC=C1)F)=O)C(=O)O',C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)F)F)=O)C(=O)O; Cl.N1(N=NC=C1)C1CNC1; C1CCN2CCCN=C2CC1,[]
'Cl.C(C)OC(=O)C1=CN=NN1C1CNCC1',Cl.C(C1=CC=CC=C1)N1CC(CC1)N1N=NC=C1C(=O)OCC; Cl,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CC1)N1N=CN=C1)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; Cl.N1(N=CN=C1)C1CNCC1; C1CCN2CCCN=C2CC1,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)N1CC(CC1)N1N=NC=C1C(=O)O)F)=O)C(=O)O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; Cl.C(C)OC(=O)C1=CN=NN1C1CNCC1; N1(NCCCCCCCCC1)C1CCCCCCCCCC1; FC(C(=O)O)(F)F,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC@H(C@H(C1)N1N=NC=C1)N)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; N[C@@H]1CNC[C@@H]1N1N=NC=C1; FC(C(=O)O)(F)F,[]
'C(C1=CC=CC=C1)N1CC(CC1)N1N=NC=C1C(=O)OCC',C(C1=CC=CC=C1)N1CC(CC1)N=[N+]=[N-]; C(C)C#CC(=O)[O-]; c1ccccc1,[]
'Cl.N1(N=NC=C1)C1CNC1',C(C1=CC=CC=C1)(C1=CC=CC=C1)N1CC(C1)N1N=NC=C1; Cl,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)N1CC(CC1)N1N=NC=C1)F)=O)C(=O)O',C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)F)F)=O)C(=O)O; C1CCN2CCCN=C2CC1; Cl.N1(N=NC=C1)C1CNCC1,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CC1)N1N=NC(=C1)C)OC)C1CC1)C(=O)O)=O',Cl.CC=1N=NN(C1)C1CNCC1; NC1=C2C(C(=CN(C2=C(C(=C1F)F)OC)C1CC1)C(=O)O)=O; FC(C(=O)O)(F)F,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(C1)N1N=NC=C1)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; Cl.N1(N=NC=C1)C1CNC1; C1CCN2CCCN=C2CC1,[]
'C1(CC1)N1C=C(C(C2=C(C(=C(C(=C12)F)N1CC(CC1)N1N=NC(=C1)C)F)C)=O)C(=O)O',C1(CC1)N1C=C(C(C2=C(C(=C(C(=C12)F)F)F)C)=O)C(=O)O; Cl.CC=1N=NN(C1)C1CNCC1; C1CCN2CCCN=C2CC1,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)OC)N1CC(CC1)N1N=NC=C1C)F)=O)C(=O)O',Cl.CC1=CN=NN1C1CNCC1; C1CCN2CCCN=C2CC1; C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)OC)F)F)=O)C(=O)O,[]
'C1(CC1)N1C=C(C(C2=CC(=C(N=C12)N1CC(CCC1)N1N=NC=C1)F)=O)C(=O)OCC',N1(N=NC=C1)C1CNCCC1; C1(CC1)N1C=C(C(C2=CC(=C(N=C12)Cl)F)=O)C(=O)OCC,[]
'C1(CC1)N1C=C(C(C2=CC(=C(N=C12)N1CCC(CC1)N1N=NC=C1)F)=O)C(=O)OCC',Cl.N1(N=NC=C1)C1CCNCC1; C1CCN2CCCN=C2CC1; C1(CC1)N1C=C(C(C2=CC(=C(N=C12)Cl)F)=O)C(=O)OCC,[]
'C(C1=CC=CC=C1)N1CC(CC1)N1N=NC=C1',C(C1=CC=CC=C1)N1CC(CC1)N=[N+]=[N-]; C#C; C#C,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)N1CC(CC1)N1N=NC(=C1)C(=O)O)F)=O)C(=O)O',C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)F)F)=O)C(=O)O; Cl.C(=O)(O)C=1N=NN(C1)C1CNCC1; [N+](=[N-])=C1C(CCCCCCCCC1)C1CCCCCCCCCC1,[]
'C(C1=CC=CC=C1)N1CC(CC1)N1N=NC(=C1C)C',C(C1=CC=CC=C1)N1CC(CC1)N=[N+]=[N-]; C#CCC,[]
'C1(CC1)N1C=C(C(C2=C(C(=C(C(=C12)F)N1CC(CCC1)N1N=NC=C1)F)C)=O)C(=O)O',Cl.N1(N=NC=C1)C1CNCCC1; C1CCN2CCCN=C2CC1; CC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)N1CC(CC1)N1N=NC(=C1)C)F)=O)C(=O)O',C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)F)F)=O)C(=O)O; Cl.CC=1N=NN(C1)C1CNCC1; C1CCN2CCCN=C2CC1,[]
'FC1=C(C=CC(=C1)F)N1C=C(C(C2=CC(=C(N=C12)N1CC(CC1)N1N=NC=C1)F)=O)C(=O)O',FC1=C(C=CC(=C1)F)N1C=C(C(C2=CC(=C(N=C12)N1CC(CC1)N1N=NC=C1)F)=O)C(=O)OCC; C1CCCO1; [OH-].[Na+]; FC(C(=O)O)(F)F,[]
'FC=1C(=C2C=3N(C@H(CO2)C)C=C(C(C3C1)=O)C(=O)O)N1CC(CC1)N1N=NC(=C1)C',FC=1C(=C2C=3N([C@H](CO2)C)C=C(C(C3C1)=O)C(=O)O)F; Cl.CC=1N=NN(C1)C1CNCC1; C1CCN2CCCN=C2CC1,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)N1CC(CCC1)N1N=CN=C1)F)=O)C(=O)O',Cl.N1(N=CN=C1)C1CNCCC1; C1CCN2CCCN=C2CC1; C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)F)F)=O)C(=O)O; FC(C(=O)O)(F)F,[]
'NC@@H1CN(CC@@H1N1N=NC=C1)C1=C(C=C2C(C(=CN(C2=C1F)C1CC1)C(=O)O)=O)F',C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)F)F)=O)C(=O)O; N[C@@H]1CNC[C@@H]1N1N=NC=C1,[]
'C1(CC1)N1C=C(C(C2=C(C(=C(C(=C12)F)N1CC(CC1)N1N=NC=C1)F)C)=O)C(=O)O',C1(CC1)N1C=C(C(C2=C(C(=C(C(=C12)F)F)F)C)=O)C(=O)O; Cl.N1(N=NC=C1)C1CNCC1; C1CCN2CCCN=C2CC1,[]
'Cl.C(=O)(O)C=1N=NN(C1)C1CNCC1',Cl.C(C1=CC=CC=C1)N1CC(CC1)N1N=NC(=C1)C(=O)O; Cl,[]
'C(C1=CC=CC=C1)(C1=CC=CC=C1)N1CC(C1)N1N=NC=C1',C(C1=CC=CC=C1)(C1=CC=CC=C1)N1CC(C1)N=[N+]=[N-]; CC(C)=O,[]
'FC=1C=C2C(C(=CN(C2=C(C1N1CC(CC1)N1N=NC=C1)F)C1=CC=C(C=C1)F)C(=O)OCC)=O',FC1=CC=C(C=C1)N1C=C(C(C2=CC(=C(C(=C12)F)F)F)=O)C(=O)OCC; Cl.N1(N=NC=C1)C1CNCC1; C1CCN2CCCN=C2CC1,[]
'Cl.N=1N(N=NC1)C1CNCC1',C(C1=CC=CC=C1)N1CC(CC1)N1N=CN=N1; Cl,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)N1CC(CC1)N1N=CN=N1)F)=O)C(=O)O',C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)F)F)=O)C(=O)O; Cl.N=1N(N=NC1)C1CNCC1; C1CCN2CCCN=C2CC1,[]
'C(C1=CC=CC=C1)N1CC(CC1)N1N=NC(=C1)C(=O)N=N+=N-',C(C1=CC=CC=C1)N1CC(CC1)N1N=NC(=C1)C(=O)NN; N(=O)[O-].[Na+]; C(C)(=O)O; [O-]C(=O)O.[Na+],[]
'FC=1C=C2C(C(=CN(C2=C(C1N1CC(CC1)N1N=NC=C1)F)C1=CC=C(C=C1)F)C(=O)O)=O',FC=1C=C2C(C(=CN(C2=C(C1N1CC(CC1)N1N=NC=C1)F)C1=CC=C(C=C1)F)C(=O)OCC)=O,[]
'OC@@H1CN(CC@H1N1N=NC=C1)C(=O)OC(C)(C)C',O[C@@H]1CN(C[C@H]1N=[N+]=[N-])C(=O)OC(C)(C)C; C#C,[]
'C1(CC1)N1C=C(C(C2=C(C(=C(C(=C12)F)N1CC(CC1)N1N=CN=C1)F)C)=O)C(=O)O',C1(CC1)N1C=C(C(C2=C(C(=C(C(=C12)F)F)F)C)=O)C(=O)O; Cl.N1(N=CN=C1)C1CNCC1; C1CCN2CCCN=C2CC1,[]
'Cl.Cl.C(C1=CC=CC=C1)N1CC(CC1)N1N=NC(=C1)N',C(C1=CC=CC=C1)N1CC(CC1)N1N=NC(=C1)NC(=O)OC(C)(C)C; Cl,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CCC1)N1N=NC=C1)F)C1CC1)C(=O)O)=O',Cl.N1(N=NC=C1)C=1C=NC=CC1; C1CCN2CCCN=C2CC1; NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O,[]
'Cl.N1(N=NN=C1)C1CNCC1',C(C1=CC=CC=C1)N1CC(CC1)N1N=NN=C1; Cl,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)OC)N1CC(CC1)N1N=NC=C1)F)=O)C(=O)O',C(C)OC(=O)C1=CN(C2=C(C(=C(C=C2C1=O)F)F)OC)C1CC1; F[B-](F)(F)F.[H+]; N1(N=NC=C1)C1CNCC1,[]
'C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)N1CC(CCC1)N1N=NC=C1)F)=O)C(=O)O',C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)F)F)=O)C(=O)O; N1(N=NC=C1)C1CN(CCC1)Cl; C1CCN2CCCN=C2CC1,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CC1)N1N=NC(=C1)C1=CC=CC=C1)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; Cl.C1(=CC=CC=C1)C=1N=NN(C1)C1CNCC1; [N+](=[N-])=C1C(CCCCCCCCC1)C1CCCCCCCCCC1,[]
'Cl.C(C1=CC=CC=C1)N1CC(CC1)N1N=NC(=C1)C(=O)O',C(C1=CC=CC=C1)N1CC(CC1)N1N=NC(=C1)C(=O)OCC; Cl,[]
'Cl.CC=1N=NN(C1C)C1CNCC1',C(C1=CC=CC=C1)N1CC(CC1)N1N=NC(=C1C)C; Cl,[]
'CS(=O)(=O)O.C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)N1CC(CC1)N1N=CN=C1)F)=O)C(=O)O',C1(CC1)N1C=C(C(C2=CC(=C(C(=C12)F)N1CC(CC1)N1N=CN=C1)F)=O)C(=O)O; CS(O)(=O)=O,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(CC1)N1N=NC(=C1)N)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; Cl.Cl.NC=1N=NN(C1)C1CNCC1; N1(NCCCCCCCCC1)C1CCCCCCCCCC1; FC(C(=O)O)(F)F,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC(C1)N1N=CN=C1)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; Cl.N1(N=CN=C1)C1CNC1; C1CCN2CCCN=C2CC1,[]
'C1(CC1)N1C=C(C(C2=CC(=C(N=C12)N1CC@H(CC1)N1N=NC=C1)F)=O)C(=O)OCC',ClC1=C(C=C2C(C(=CN(C2=N1)C1CC1)C(=O)OCC)=O)F; Cl.N1(N=NC=C1)[C@@H]1CNCC1; C1CCN2CCCN=C2CC1,[]
'FC=1C(=C2C=3N(C@H(CO2)C)C=C(C(C3C1)=O)C(=O)O)N1CC(CC1)N1N=CN=C1',FC=1C(=C2C=3N([C@H](CO2)C)C=C(C(C3C1)=O)C(=O)O)F; Cl.N1(N=CN=C1)C1CNCC1; C1CCN2CCCN=C2CC1,[]
'FC1=C(C=CC(=C1)F)N1C=C(C(C2=CC(=C(N=C12)N1CC(CC1)N1N=NC=C1)F)=O)C(=O)OCC',FC1=C(C=CC(=C1)F)N1C=C(C(C2=CC(=C(N=C12)Cl)F)=O)C(=O)OCC; Cl.N1(N=NC=C1)C1CNCC1; C1CCN2CCCN=C2CC1,[]
'C(C)(C)(C)OC(=O)N1CC(CCC1)N=N+=N-',[Na+].[N-]=[N+]=[N-]; [Cl-].[NH4+]; C(C)(C)(C)OC(=O)N1CC(CCC1)OS(=O)(=O)C,['O=CN(C)C']
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC@H(C@H(C1)N1N=NC=C1)N)F)C1=C(C=C(C=C1)F)F)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1=C(C=C(C=C1)F)F)C(=O)O)=O; N[C@@H]1CNC[C@@H]1N1N=NC=C1; FC(C(=O)O)(F)F,[]
'CS(=O)(=O)OC@@H1CN(CC@H1N1N=NC=C1)C(=O)OC(C)(C)C',CS(=O)(=O)Cl; O[C@@H]1CN(C[C@H]1N1N=NC=C1)C(=O)OC(C)(C)C; CCN(CC)CC,[]
'Cl.N1(N=NC=C1)C1CNCC1',C(C1=CC=CC=C1)N1CC(CC1)N1N=NC=C1; Cl,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CC@H(C@@H(C1)N1N=NC=C1)O)F)C1CC1)C(=O)O)=O',NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O; Cl.O[C@@H]1CNC[C@H]1N1N=NC=C1; N1(NCCCCCCCCC1)C1CCCCCCCCCC1,[]
'C1(CC1)N1C=C(C(C2=C(C(=C(C(=C12)F)N1CCC(CC1)N1N=NC=C1)F)C)=O)C(=O)O',Cl.N1(N=NC=C1)C1CCNCC1; C1CCN2CCCN=C2CC1; C1(CC1)N1C=C(C(C2=C(C(=C(C(=C12)F)F)F)C)=O)C(=O)O,[]
'NC1=C2C(C(=CN(C2=C(C(=C1F)N1CCC(CC1)N1N=NC=C1)F)C1CC1)C(=O)O)=O',Cl.N1(N=NC=C1)C1CCNCC1; C1CCN2CCCN=C2CC1; NC1=C2C(C(=CN(C2=C(C(=C1F)F)F)C1CC1)C(=O)O)=O,[]
'FC1=CC=C(C=C1)S',FC1=CC=C(C=C1)C(CCCN1CCNCC1)C1=CC=C(C=C1)F; FC=1C=C(SC1)OCC1CO1,[]
'HC(H)C(H)(H)H',[H][C]([H])[H]; OC1=C(C(=O)OCC)C(=CC(=C1)O)CCCCC,[]
'NC1=CC=2C(N3C(N(C2C=C1)C)=CC(=N3)C(=O)O)=O',NC=1C=CC(=C(C(=O)NN)C1)NC; C(CC(=O)C(=O)OCC)(=O)OCC; [Na]; [Na+].[Na+].[O-]C([O-])=O,[]
'C(C1=CC=CC=C1)(=O)NC1=CC=2C(N3C(N(C2C=C1)C)=CC(=N3)C(=O)O)=O',NC1=CC=2C(N3C(N(C2C=C1)C)=CC(=N3)C(=O)O)=O; CCN(CC)CC; C(C1=CC=CC=C1)(=O)Cl,[]
'C(C1=CC=CC=C1)(=O)N(C1=CC=2C(N3C(N(C2C=C1)C)=CC(=N3)C(=O)O)=O)C',[H-].[Na+]; C(C1=CC=CC=C1)(=O)NC1=CC=2C(N3C(N(C2C=C1)C)=CC(=N3)C(=O)O)=O; IC,[]
'O=C1C=C2CCC@H3C@@H4CCC@@H(C@@4(C)CCC@@H3C@2(CC1)C)C(=O)N(C(=O)NC(C)C)C(C)C',O=C1C=C2CC[C@H]3[C@@H]4CC[C@@H]([C@@]4(C)CC[C@@H]3[C@]2(CC1)C)C(=O)N(C(=S)NC(C)C)C(C)C; O=CN(C)C,[]
'C(C)(C)(C)Si(Cl)(C)C',C(C(C)=C)Cl; C(C)(C)(C)[SiH](C)C; C(C(C)=C)Cl; C(C)(C)(C)[SiH](C)C,[]
'CSi(Cl)(C1=CC=CC=C1)C',C(C=C)Cl; C[SiH](C1=CC=CC=C1)C; C(C=C)Cl; C[SiH](C1=CC=CC=C1)C,[]
'Nc1ncnc2n(cnc12)C@@H1OC@H(CO)C@@H(O)C@H1O',[3H]; C1(CCCCC1)[C@@]1([C@H](O)[C@H](O)[C@@H](CO)O1)N1C=NC=2C(N)=NC=NC12,[]
'NC=1C(N(C(N(C1N)CC1CC1)=O)CC1CC1)=O',NC1=C(C(N(C(N1CC1CC1)=O)CC1CC1)=O)N=O,[]
'NC=1C(N(C(N(C1N)C1CC1)=O)C1CC1)=O',NC1=C(C(N(C(N1C1CC1)=O)C1CC1)=O)N=O; NC1=CC(N(C(N1CC1CC1)=O)CC1CC1)=O; N(=O)[O-].[Na+],[]
'FC(C1=CC=C(C(=S)N)C=C1)(F)F',FC(C1=CC=C(C(=O)N)C=C1)(F)F; COc1ccc(cc1)P1(=S)SP(=S)(S1)c1ccc(OC)cc1,[]
'CC1CCCCC1',ClC(C(=O)Cl)(Cl)Cl; Cc1ccccc1,[]
"'Br', 'c1cscn1'",C(=O)(O)C1=CC=C(C(CBr)=O)C=C1; C(C1=CC=CC=C1)(=S)N,[]
'Br-',Br.BrC(CC)N; C(#N)[BH3-].[Na+]; Cl,[]
'C(C(=O)O-)(=O)O-',[Br-]; C1CCNCC1; O; OC(=O)C(O)=O,[]
'N-=N+=N-',C(N)(=O)Br; [Na+].[N-]=[N+]=[N-]; O,[]
'C(C1=CC=CC=C1)(=S)N',NC(=O)c1ccccc1; COc1ccc(cc1)P1(=S)SP(=S)(S1)c1ccc(OC)cc1,[]
'NN',C(C)(=O)NNC(=S)N; C(C(=O)C1=CC=CC=C1)Br; C(C)(=O)NN; S(O)(O)(=O)=O,[]
'NC(N)=N',[N+](=O)(O)[O-].C(N)(=N)N1N=C(C=C1C)C; CCN(CC)CC,[]
'N-=N+=N-',C(N)(=O)Br; [Na+].[N-]=[N+]=[N-]; O,[]
'Br-',S1C=NC=C1.C(=O)(O)C1=NNC=C1; C(=O)(C=1NC=CN1)C=1NC=CN1; Br.BrCCCN; O,[]
"'Br', 'C(C1=CC=CC=C1)(=O)O.S1C=NC=C1'",C(C(=O)C1=CC=CC=C1)Br; C(C1=CC=CC=C1)(=S)N; CCO,[]
'O.C(C(=O)O)(=O)O.C(C)N(CCCNC(=O)C1=CC=C(C=C1)C=1N=C(SC1)C1=CC=CC=C1)CC',C(C1=CC=CC=C1)(=O)O.S1C=NC=C1; C(=O)(C=1NC=CN1)C=1NC=CN1; NO; OC(=O)C(O)=O; OC(=O)CCC(O)=O; Cl; CC(C)=O,['O=CN(C)C']
'CC1=C(C(=O)OC2C(C2)(CO)CO)C=CC=C1',Cl; C(C1=CC=CC=C1)(=O)OCC1C(C1)(CO[Si](C)(C)C(C)(C)C)CO[Si](C)(C)C(C)(C)C; CO,[]
